# Species	Genes	Alg.-Conn.	protein.GCA_000227135.faa	protein.GCA_000755165.faa	protein.GCA_017916335.faa	protein.GCA_017918215.faa	protein.GCA_017918225.faa
5	6	0.617	CBZ36717.1	AIO00876.1	KAG5471861.1	KAG5497167.1,KAG5497181.1	KAG5496048.1
5	6	0.616	CBZ33199.1,CBZ33200.1	AIN97081.1	KAG5481815.1	KAG5508511.1	KAG5503786.1
5	6	0.616	CBZ36561.1	AIO00740.1	KAG5471694.1	KAG5496979.1	KAG5495872.1,KAG5495883.1
5	6	0.616	CBZ36563.1	AIO00742.1	KAG5471698.1	KAG5496983.1	KAG5495875.1,KAG5495886.1
5	6	0.616	CBZ38264.1	AIO01970.1	KAG5466401.1	KAG5492238.1	KAG5491245.1,KAG5491249.1
5	6	0.614	CBZ36785.1	AIO00942.1	KAG5470021.1	KAG5495341.1	KAG5494534.1,KAG5494588.1
5	6	0.613	CBZ37771.1	AIN97782.1	KAG5467956.1	KAG5493290.1	KAG5491743.1,KAG5491744.1
5	6	0.612	CBZ32323.1	AIN96257.1	KAG5485362.1	KAG5510424.1	KAG5505925.1,KAG5505928.1
5	6	0.612	CBZ36726.1	AIO00886.1	KAG5471871.1	KAG5497174.1,KAG5497189.1	KAG5496056.1
5	6	0.61	CBZ36567.1	AIO00745.1	KAG5471702.1	KAG5496987.1	KAG5495879.1,KAG5495890.1
5	6	0.609	CBZ37694.1	AIN97702.1	KAG5467880.1	KAG5493214.1	KAG5491610.1,KAG5491661.1
5	6	0.608	CBZ37695.1	AIN97703.1	KAG5467881.1	KAG5493215.1	KAG5491611.1,KAG5491662.1
5	6	0.607	CBZ32172.1	AIN96114.1	KAG5485638.1	KAG5488384.1,KAG5510697.1	KAG5506273.1
5	6	0.607	CBZ32631.1	AIN96572.1	KAG5484425.1	KAG5510049.1,KAG5512497.1	KAG5505352.1
5	6	0.607	CBZ36402.1	AIO00593.1	KAG5474560.1	KAG5499725.1	KAG5495718.1,KAG5498147.1
5	6	0.607	CBZ37687.1	AIN97695.1	KAG5467873.1	KAG5493207.1	KAG5491604.1,KAG5491654.1
5	6	0.606	CBZ34104.1	AIN98362.1	KAG5479228.1	KAG5505434.1	KAG5501658.1,KAG5501668.1
5	6	0.605	CBZ36520.1	AIO00696.1	KAG5471653.1	KAG5496938.1	KAG5495824.1,KAG5495826.1
5	6	0.605	CBZ36788.1	AIO00939.1	KAG5470018.1	KAG5495344.1	KAG5494537.1,KAG5494591.1
5	6	0.604	CBZ36560.1	AIO00739.1	KAG5471693.1	KAG5496978.1	KAG5495871.1,KAG5495882.1
5	6	0.603	CBZ35031.1	AIN99256.1	KAG5476169.1	KAG5502194.1,KAG5502195.1	KAG5499589.1
5	6	0.602	CBZ36787.1	AIO00940.1	KAG5470019.1	KAG5495343.1	KAG5494536.1,KAG5494590.1
5	6	0.601	CBZ37684.1	AIN97692.1	KAG5467870.1	KAG5493204.1	KAG5491601.1,KAG5491651.1
5	6	0.6	CBZ36728.1	AIO00888.1	KAG5471873.1	KAG5497176.1,KAG5497191.1	KAG5496058.1
5	6	0.599	CBZ36522.1	AIO00698.1	KAG5471655.1	KAG5496940.1	KAG5495827.1,KAG5495832.1
5	6	0.599	CBZ36566.1	AIO00744.1	KAG5471701.1	KAG5496986.1	KAG5495878.1,KAG5495889.1
5	6	0.598	CBZ37685.1	AIN97693.1	KAG5467871.1	KAG5493205.1	KAG5491602.1,KAG5491652.1
5	6	0.597	CBZ32377.1,CBZ32378.1	AIN96306.1	KAG5485416.1	KAG5510477.1	KAG5505976.1
5	6	0.595	CBZ32088.1	AIN96039.1	KAG5486109.1	KAG5511101.1	KAG5506665.1,KAG5506694.1
5	6	0.593	CBZ36564.1	AIO00743.1	KAG5471699.1	KAG5496984.1	KAG5495876.1,KAG5495887.1
5	6	0.592	CBZ34224.1	AIN98479.1	KAG5478404.1	KAG5504686.1,KAG5504715.1	KAG5501178.1
5	6	0.591	CBZ34143.1,CBZ34144.1	AIN98401.1	KAG5479272.1	KAG5505478.1	KAG5501715.1
5	6	0.591	CBZ34329.1	AIN98579.1	KAG5478529.1	KAG5504822.1,KAG5504824.1	KAG5501293.1
5	6	0.59	CBZ33070.1,CBZ33071.1	AIN96961.1	KAG5482371.1	KAG5508961.1	KAG5504228.1
5	6	0.588	CBZ36377.1	AIO00570.1	KAG5472956.1,KAG5472958.1	KAG5498125.1	KAG5496815.1
5	6	0.588	CBZ37693.1	AIN97701.1	KAG5467879.1	KAG5493213.1	KAG5491609.1,KAG5491660.1
5	6	0.588	CBZ38527.1,CBZ38528.1	AIO02223.1	KAG5464643.1	KAG5489228.1	KAG5488480.1
5	6	0.587	CBZ36562.1	AIO00741.1	KAG5471697.1	KAG5496982.1	KAG5495874.1,KAG5495885.1
5	6	0.586	CBZ31197.1	AIN95202.1	KAG5488176.1	KAG5512450.1	KAG5508398.1,KAG5508416.1
5	6	0.586	CBZ32611.1	AIN96538.1	KAG5484386.1,KAG5484387.1	KAG5510013.1	KAG5505316.1
5	6	0.584	CBZ34105.1	AIN98363.1	KAG5479229.1	KAG5505435.1	KAG5501659.1,KAG5501669.1
5	6	0.582	CBZ33249.1,CBZ33250.1	AIN97129.1	KAG5481860.1	KAG5508555.1	KAG5503832.1
5	6	0.565	CBZ32324.1	AIN96258.1	KAG5485363.1	KAG5510425.1	KAG5505926.1,KAG5505929.1
5	6	0.563	CBZ34758.1,CBZ34759.1	AIN98990.1	KAG5477259.1	KAG5503273.1	KAG5500198.1
5	6	0.556	CBZ34222.1	AIN98477.1	KAG5478402.1	KAG5504684.1,KAG5504713.1	KAG5501176.1
5	6	0.556	CBZ37535.1	AIN97544.1	KAG5467733.1	KAG5488314.1,KAG5493072.1	KAG5491497.1
5	6	0.554	CBZ34102.1	AIN98360.1	KAG5479226.1	KAG5505432.1	KAG5501657.1,KAG5501666.1
5	6	0.553	CBZ36527.1	AIO00703.1	KAG5471659.1	KAG5496944.1	KAG5495837.1,KAG5495840.1
5	6	0.551	CBZ33008.1	AIN96903.1,AIN96906.1	KAG5482306.1	KAG5508900.1	KAG5504162.1
5	6	0.548	CBZ38895.1,CBZ38896.1	AIO02580.1	KAG5465020.1	KAG5489603.1	KAG5488859.1
5	6	0.545	CBZ36559.1	AIO00738.1	KAG5471692.1	KAG5496977.1	KAG5495870.1,KAG5495881.1
5	6	0.536	CBZ39112.1	AIO02793.1	KAG5465237.1	KAG5489815.1,KAG5489819.1	KAG5489080.1
5	6	0.533	CBZ37691.1	AIN97699.1	KAG5467877.1	KAG5493211.1	KAG5491608.1,KAG5491658.1
5	6	0.528	CBZ32592.1,CBZ32593.1	AIN96522.1	KAG5484369.1	KAG5509995.1	KAG5505299.1
5	6	0.525	CBZ36649.1	AIO00814.1	KAG5471802.1	KAG5497066.1,KAG5497078.1	KAG5495985.1
5	6	0.518	CBZ36558.1	AIO00737.1	KAG5471691.1	KAG5496976.1	KAG5495869.1,KAG5495880.1
5	6	0.518	CBZ37285.1	AIO01433.1,AIO01959.1	KAG5469055.1	KAG5494324.1	KAG5493558.1
5	6	0.517	CBZ37689.1	AIN97697.1	KAG5467875.1	KAG5493209.1	KAG5491606.1,KAG5491656.1
5	6	0.509	CBZ35611.1,CBZ35612.1	AIN99838.1	KAG5474773.1	KAG5499937.1	KAG5498359.1
5	6	0.483	CBZ36720.1	AIO00880.1	KAG5471866.1	KAG5497185.1,KAG5497169.1	KAG5496052.1
5	6	0.475	CBZ34476.1,CBZ34477.1	AIN98717.1	KAG5477976.1	KAG5503979.1	KAG5500731.1
5	6	0.468	CBZ36714.1	AIO00874.1	KAG5471859.1	KAG5497179.1,KAG5497165.1	KAG5496047.1
5	6	0.467	CBZ35244.1	AIN99478.1	KAG5475589.1	KAG5500980.1	KAG5499247.1,KAG5499152.1
5	6	0.467	CBZ35466.1,CBZ35467.1	AIN99693.1	KAG5474624.1	KAG5499786.1	KAG5498210.1
5	6	0.465	CBZ36662.1	AIO00828.1	KAG5471809.1	KAG5497090.1,KAG5497103.1	KAG5495995.1
5	6	0.463	CBZ34005.1	AIN98265.1	KAG5479893.1	KAG5506188.1	KAG5502518.1,KAG5502519.1
5	6	0.42	CBZ36647.1	AIO00812.1	KAG5471799.1	KAG5497075.1,KAG5497063.1	KAG5495982.1
5	6	0.407	CBZ36652.1	AIO00817.1	KAG5471805.1	KAG5497081.1,KAG5497069.1	KAG5495988.1
5	6	0.4	CBZ36651.1	AIO00816.1	KAG5471804.1	KAG5497080.1,KAG5497068.1	KAG5495987.1
5	6	0.398	CBZ32167.1	AIN96108.1	KAG5485636.1	KAG5488337.1,KAG5488332.1	KAG5506266.1
5	6	0.394	CBZ36481.1,CBZ36489.1	AIO00665.1	KAG5471610.1	KAG5496909.1	KAG5495790.1
5	6	0.39	CBZ31956.1	AIN95915.1	KAG5486505.1,KAG5486512.1	KAG5511359.1	KAG5506971.1
5	6	0.371	CBZ32459.1	AIN96387.1	KAG5484883.1	KAG5510234.1,KAG5510241.1	KAG5505599.1
5	6	0.371	CBZ35099.1,CBZ35100.1	AIN99320.1	KAG5476238.1	KAG5502262.1	KAG5499661.1
5	6	0.359	CBZ36626.1	AIO00793.1	KAG5471775.1	KAG5497044.1,KAG5488316.1	KAG5495959.1
5	6	0.349	CBZ34221.1	AIN98476.1	KAG5478401.1	KAG5504712.1,KAG5504683.1	KAG5501175.1
5	6	0.346	CBZ31317.1,CBZ31318.1	AIN95308.1	KAG5488052.1	KAG5512408.1	KAG5508353.1
5	6	0.32	CBZ36648.1	AIO00813.1	KAG5471800.1	KAG5497076.1,KAG5497064.1	KAG5495983.1
5	6	0.3	CBZ36628.1	AIO00794.1	KAG5471776.1	KAG5488317.1,KAG5497045.1	KAG5495960.1
5	6	0.212	CBZ36722.1	AIO00882.1	KAG5471868.1	KAG5497171.1,KAG5497186.1	KAG5496053.1
5	6	0.13	CBZ36704.1	AIO00866.1	KAG5471847.1,KAG5485596.1	KAG5510661.1	KAG5506228.1
5	6	0.12	CBZ35565.1	AIN99791.1	KAG5474723.1	KAG5499886.1	KAG5498309.1,KAG5498310.1
5	6	0.107	CBZ34443.1	AIN98687.1	KAG5477945.1	KAG5503948.1	KAG5500698.1,KAG5500699.1
5	5	0.992	CBZ37637.1	AIN97649.1	KAG5467829.1	KAG5493162.1	KAG5491591.1
5	5	0.986	CBZ33789.1	AIN98059.1	KAG5480471.1	KAG5506834.1	KAG5502715.1
5	5	0.986	CBZ34716.1	AIN98948.1	KAG5477213.1	KAG5503230.1	KAG5500152.1
5	5	0.985	CBZ34245.1	AIN98500.1	KAG5478427.1	KAG5504737.1	KAG5501199.1
5	5	0.985	CBZ36330.1	AIO00523.1	KAG5472907.1	KAG5498077.1	KAG5496766.1
5	5	0.983	CBZ32586.1	AIN96516.1	KAG5484363.1	KAG5509989.1	KAG5505293.1
5	5	0.983	CBZ32817.1	AIN96725.1	KAG5483826.1	KAG5509803.1	KAG5505205.1
5	5	0.982	CBZ33840.1	AIN98108.1	KAG5479727.1	KAG5506024.1	KAG5502355.1
5	5	0.982	CBZ38224.1	AIO01931.1	KAG5466360.1	KAG5492197.1	KAG5491203.1
5	5	0.981	CBZ34410.1	AIN98656.1	KAG5477913.1	KAG5503915.1	KAG5500666.1
5	5	0.981	CBZ35684.1	AIN99908.1	KAG5474850.1	KAG5500014.1	KAG5498437.1
5	5	0.98	CBZ32231.1	AIN96166.1	KAG5485695.1	KAG5510752.1	KAG5506332.1
5	5	0.979	CBZ38709.1	AIO02401.1	KAG5464832.1	KAG5489410.1	KAG5488664.1
5	5	0.978	CBZ35090.1	AIN99311.1	KAG5476230.1	KAG5502255.1	KAG5499653.1
5	5	0.978	CBZ35254.1	AIN99488.1	KAG5475599.1	KAG5500990.1	KAG5499257.1
5	5	0.978	CBZ37067.1	AIO01221.1	KAG5470318.1	KAG5495639.1	KAG5494882.1
5	5	0.978	CBZ37954.1	AIO01669.1	KAG5466083.1	KAG5491922.1	KAG5490925.1
5	5	0.978	CBZ38454.1	AIO02154.1	KAG5464575.1	KAG5489158.1	KAG5488412.1
5	5	0.978	CBZ38890.1	AIO02575.1	KAG5465015.1	KAG5489597.1	KAG5488854.1
5	5	0.978	CBZ39054.1	AIO02736.1	KAG5465178.1	KAG5489758.1	KAG5489020.1
5	5	0.977	CBZ31688.1	AIN95658.1	KAG5487319.1	KAG5511837.1	KAG5507504.1
5	5	0.977	CBZ34529.1	AIN98766.1	KAG5478028.1	KAG5504032.1	KAG5500783.1
5	5	0.977	CBZ37407.1	AIO01554.1	KAG5469181.1	KAG5494448.1	KAG5493685.1
5	5	0.977	CBZ39094.1	AIO02775.1	KAG5465220.1	KAG5489798.1	KAG5489063.1
5	5	0.976	CBZ33152.1	AIN97036.1	KAG5482446.1	KAG5509030.1	KAG5504313.1
5	5	0.976	CBZ33248.1	AIN97128.1	KAG5481859.1	KAG5508554.1	KAG5503831.1
5	5	0.976	CBZ35614.1	AIN99840.1	KAG5474775.1	KAG5499939.1	KAG5498362.1
5	5	0.976	CBZ37211.1	AIO01363.1	KAG5468986.1	KAG5494249.1	KAG5493489.1
5	5	0.976	CBZ37332.1	AIO01478.1	KAG5469102.1	KAG5494372.1	KAG5493606.1
5	5	0.976	CBZ37563.1	AIN97571.1	KAG5467760.1	KAG5493098.1	KAG5491525.1
5	5	0.976	CBZ38166.1	AIO01873.1	KAG5466298.1	KAG5492136.1	KAG5491140.1
5	5	0.975	CBZ35554.1	AIN99780.1	KAG5474713.1	KAG5499876.1	KAG5498299.1
5	5	0.975	CBZ36220.1	AIO00419.1	KAG5472794.1	KAG5497959.1	KAG5496651.1
5	5	0.975	CBZ39053.1	AIO02735.1	KAG5465175.1	KAG5489756.1	KAG5489019.1
5	5	0.974	CBZ31098.1	AIN95112.1	KAG5488231.1	KAG5512508.1	KAG5508629.1
5	5	0.974	CBZ31302.1	AIN95293.1	KAG5488038.1	KAG5512393.1	KAG5508340.1
5	5	0.974	CBZ31439.1	AIN95419.1	KAG5487879.1	KAG5512239.1	KAG5507938.1
5	5	0.974	CBZ32335.1	AIN96268.1	KAG5485375.1	KAG5510434.1	KAG5505933.1
5	5	0.974	CBZ32338.1	AIN96271.1	KAG5485378.1	KAG5510437.1	KAG5505936.1
5	5	0.974	CBZ32413.1	AIN96343.1	KAG5484834.1	KAG5510191.1	KAG5505551.1
5	5	0.974	CBZ34754.1	AIN98986.1	KAG5477255.1	KAG5503270.1	KAG5500194.1
5	5	0.974	CBZ35044.1	AIN99269.1	KAG5476184.1	KAG5502209.1	KAG5499604.1
5	5	0.974	CBZ37059.1	AIO01214.1	KAG5470309.1	KAG5495630.1	KAG5494875.1
5	5	0.974	CBZ37612.1	AIN97624.1	KAG5467803.1	KAG5493137.1	KAG5491566.1
5	5	0.974	CBZ37810.1	AIN97821.1	KAG5467994.1	KAG5493327.1	KAG5491780.1
5	5	0.974	CBZ38067.1	AIO01774.1	KAG5466192.1	KAG5492030.1	KAG5491035.1
5	5	0.974	CBZ38153.1	AIO01861.1	KAG5466285.1	KAG5492123.1	KAG5491127.1
5	5	0.973	CBZ31280.1	AIN95271.1	KAG5488013.1	KAG5512369.1	KAG5508317.1
5	5	0.973	CBZ33361.1	AIN97241.1	KAG5481345.1	KAG5508015.1	KAG5503630.1
5	5	0.973	CBZ33887.1	AIN98154.1	KAG5479778.1	KAG5506073.1	KAG5502407.1
5	5	0.973	CBZ34391.1	AIN98638.1	KAG5477894.1	KAG5503896.1	KAG5500646.1
5	5	0.973	CBZ35621.1	AIN99847.1	KAG5474785.1	KAG5499948.1	KAG5498371.1
5	5	0.973	CBZ36033.1	AIO00247.1	KAG5472608.1	KAG5497777.1	KAG5496474.1
5	5	0.973	CBZ36381.1	AIO00572.1	KAG5472960.1	KAG5498127.1	KAG5496817.1
5	5	0.973	CBZ36604.1	AIO00776.1	KAG5471752.1	KAG5497023.1	KAG5495934.1
5	5	0.973	CBZ36748.1	AIO00905.1	KAG5469985.1	KAG5495306.1	KAG5494554.1
5	5	0.973	CBZ38033.1	AIO01740.1	KAG5466157.1	KAG5491997.1	KAG5491001.1
5	5	0.973	CBZ38107.1	AIO01816.1	KAG5466238.1	KAG5492076.1	KAG5491081.1
5	5	0.973	CBZ38329.1	AIO02032.1	KAG5466475.1	KAG5492309.1	KAG5491330.1
5	5	0.973	CBZ39153.1	AIO02832.1	KAG5465280.1	KAG5489863.1	KAG5489122.1
5	5	0.972	CBZ31754.1	AIN95709.1	KAG5486811.1	KAG5511504.1	KAG5507146.1
5	5	0.972	CBZ32354.1	AIN96286.1	KAG5485394.1	KAG5510454.1	KAG5505953.1
5	5	0.972	CBZ32470.1	AIN96398.1	KAG5484894.1	KAG5510252.1	KAG5505610.1
5	5	0.972	CBZ33335.1	AIN97208.1	KAG5481319.1	KAG5507989.1	KAG5503604.1
5	5	0.972	CBZ33924.1	AIN98189.1	KAG5479814.1	KAG5506110.1	KAG5502443.1
5	5	0.972	CBZ34990.1	AIN99215.1	KAG5476130.1	KAG5502155.1	KAG5499548.1
5	5	0.972	CBZ35067.1	AIN99288.1	KAG5476207.1	KAG5502232.1	KAG5499630.1
5	5	0.972	CBZ35266.1	AIN99500.1	KAG5475611.1	KAG5501003.1	KAG5499268.1
5	5	0.972	CBZ35620.1	AIN99846.1	KAG5474784.1	KAG5499947.1	KAG5498370.1
5	5	0.972	CBZ36900.1	AIO01055.1	KAG5470142.1	KAG5495466.1	KAG5494707.1
5	5	0.972	CBZ38070.1	AIO01777.1	KAG5466195.1	KAG5492033.1	KAG5491038.1
5	5	0.972	CBZ38194.1	AIO01901.1	KAG5466330.1	KAG5492167.1	KAG5491169.1
5	5	0.972	CBZ38387.1	AIO02087.1	KAG5466533.1	KAG5492366.1	KAG5491387.1
5	5	0.972	CBZ38764.1	AIO02455.1	KAG5464888.1	KAG5489469.1	KAG5488723.1
5	5	0.972	CBZ39125.1	AIO02806.1	KAG5465250.1	KAG5489832.1	KAG5489093.1
5	5	0.971	CBZ31121.1	AIN95135.1	KAG5488254.1	KAG5512530.1	KAG5508652.1
5	5	0.971	CBZ31170.1	AIN95179.1	KAG5488303.1	KAG5512578.1	KAG5508700.1
5	5	0.971	CBZ31545.1	AIN95522.1	KAG5487642.1	KAG5512041.1	KAG5507781.1
5	5	0.971	CBZ31747.1	AIN95701.1	KAG5486801.1	KAG5511496.1	KAG5507136.1
5	5	0.971	CBZ32058.1	AIN96009.1	KAG5486077.1	KAG5511070.1	KAG5506634.1
5	5	0.971	CBZ32452.1	AIN96380.1	KAG5484876.1	KAG5510233.1	KAG5505591.1
5	5	0.971	CBZ36949.1	AIO01102.1	KAG5470194.1	KAG5495517.1	KAG5494759.1
5	5	0.971	CBZ37476.1	AIO01619.1	KAG5469251.1	KAG5494519.1	KAG5493753.1
5	5	0.971	CBZ38572.1	AIO02268.1	KAG5464690.1	KAG5489271.1	KAG5488525.1
5	5	0.97	CBZ31614.1	AIN95589.1	KAG5487240.1	KAG5511762.1	KAG5507426.1
5	5	0.97	CBZ33305.1	AIN97180.1	KAG5481918.1	KAG5508614.1	KAG5503889.1
5	5	0.97	CBZ33496.1	AIN97364.1	KAG5480838.1	KAG5507273.1	KAG5503009.1
5	5	0.97	CBZ34312.1	AIN98564.1	KAG5478498.1	KAG5504807.1	KAG5501274.1
5	5	0.97	CBZ35484.1	AIN99710.1	KAG5474640.1	KAG5499802.1	KAG5498226.1
5	5	0.97	CBZ36058.1	AIO00272.1	KAG5472636.1	KAG5497804.1	KAG5496501.1
5	5	0.97	CBZ36278.1	AIO00473.1	KAG5472849.1	KAG5498018.1	KAG5496707.1
5	5	0.97	CBZ36430.1	AIO00618.1	KAG5471571.1	KAG5496867.1	KAG5495747.1
5	5	0.97	CBZ37084.1	AIO01238.1	KAG5470336.1	KAG5495657.1	KAG5494900.1
5	5	0.97	CBZ37247.1	AIO01397.1	KAG5469020.1	KAG5494289.1	KAG5493523.1
5	5	0.969	CBZ31134.1	AIN95147.1	KAG5488267.1	KAG5512542.1	KAG5508665.1
5	5	0.969	CBZ32071.1	AIN96022.1	KAG5486092.1	KAG5511085.1	KAG5506648.1
5	5	0.969	CBZ32317.1	AIN96251.1	KAG5485353.1	KAG5510415.1	KAG5505918.1
5	5	0.969	CBZ33385.1	AIN97260.1	KAG5481370.1	KAG5508040.1	KAG5503656.1
5	5	0.969	CBZ33657.1	AIN97937.1	KAG5480331.1	KAG5506719.1	KAG5502574.1
5	5	0.969	CBZ33753.1	AIN98025.1	KAG5480425.1	KAG5506812.1	KAG5502671.1
5	5	0.969	CBZ33889.1	AIN98156.1	KAG5479781.1	KAG5506076.1	KAG5502410.1
5	5	0.969	CBZ33948.1	AIN98211.1	KAG5479836.1	KAG5506131.1	KAG5502464.1
5	5	0.969	CBZ34523.1	AIN98760.1	KAG5478022.1	KAG5504026.1	KAG5500777.1
5	5	0.969	CBZ34951.1	AIN99177.1	KAG5476090.1	KAG5502115.1	KAG5499504.1
5	5	0.969	CBZ37023.1	AIO01179.1	KAG5470270.1	KAG5495592.1	KAG5494836.1
5	5	0.969	CBZ37049.1	AIO01205.1	KAG5470300.1	KAG5495622.1	KAG5494866.1
5	5	0.969	CBZ37359.1	AIO01506.1	KAG5469133.1	KAG5494403.1	KAG5493636.1
5	5	0.969	CBZ37919.1	AIO01634.1	KAG5466050.1	KAG5491888.1	KAG5490889.1
5	5	0.969	CBZ37974.1	AIO01687.1	KAG5466099.1	KAG5491942.1	KAG5490943.1
5	5	0.969	CBZ38885.1	AIO02572.1	KAG5465010.1	KAG5489592.1	KAG5488849.1
5	5	0.969	CBZ38911.1	AIO02595.1	KAG5465034.1	KAG5489618.1	KAG5488874.1
5	5	0.969	CBZ39163.1	AIO02842.1	KAG5465291.1	KAG5489874.1	KAG5489133.1
5	5	0.968	CBZ31160.1	AIN95171.1	KAG5488290.1	KAG5512566.1	KAG5508688.1
5	5	0.968	CBZ32106.1	AIN96055.1	KAG5486126.1	KAG5511118.1	KAG5506680.1
5	5	0.968	CBZ33535.1	AIN97403.1	KAG5480878.1	KAG5507312.1	KAG5503050.1
5	5	0.968	CBZ34160.1	AIN98417.1	KAG5479285.1	KAG5505498.1	KAG5501730.1
5	5	0.968	CBZ35238.1	AIN99474.1	KAG5475583.1	KAG5500974.1	KAG5499241.1
5	5	0.968	CBZ35293.1	AIN99526.1	KAG5475639.1	KAG5501030.1	KAG5499296.1
5	5	0.968	CBZ35437.1	AIN99680.1	KAG5474609.1	KAG5499771.1	KAG5498194.1
5	5	0.968	CBZ35591.1	AIN99818.1	KAG5474751.1	KAG5499916.1	KAG5498338.1
5	5	0.968	CBZ35962.1	AIO00176.1	KAG5473602.1	KAG5499096.1	KAG5497418.1
5	5	0.968	CBZ36883.1	AIO01040.1	KAG5470126.1	KAG5495450.1	KAG5494691.1
5	5	0.968	CBZ36908.1	AIO01063.1	KAG5470151.1	KAG5495475.1	KAG5494716.1
5	5	0.968	CBZ36952.1	AIO01105.1	KAG5470197.1	KAG5495520.1	KAG5494762.1
5	5	0.968	CBZ38241.1	AIO01946.1	KAG5466377.1	KAG5492214.1	KAG5491221.1
5	5	0.968	CBZ38905.1	AIO02589.1	KAG5465028.1	KAG5489612.1	KAG5488868.1
5	5	0.967	CBZ31225.1	AIN95226.1	KAG5488204.1	KAG5512481.1	KAG5508445.1
5	5	0.967	CBZ31710.1	AIN95681.1	KAG5487342.1	KAG5511860.1	KAG5507527.1
5	5	0.967	CBZ32047.1	AIN95998.1	KAG5486068.1	KAG5511061.1	KAG5506624.1
5	5	0.967	CBZ33055.1	AIN96947.1	KAG5482355.1	KAG5508947.1	KAG5504213.1
5	5	0.967	CBZ33329.1	AIN97202.1	KAG5481313.1	KAG5507983.1	KAG5503598.1
5	5	0.967	CBZ34653.1	AIN98889.1	KAG5477147.1	KAG5503168.1	KAG5500085.1
5	5	0.967	CBZ34970.1	AIN99198.1	KAG5476112.1	KAG5502137.1	KAG5499529.1
5	5	0.967	CBZ35020.1	AIN99245.1	KAG5476158.1	KAG5502180.1	KAG5499577.1
5	5	0.967	CBZ36063.1	AIO00277.1	KAG5472642.1	KAG5497809.1	KAG5496505.1
5	5	0.967	CBZ36676.1	AIO00839.1	KAG5471821.1	KAG5497128.1	KAG5496009.1
5	5	0.967	CBZ36903.1	AIO01058.1	KAG5470146.1	KAG5495470.1	KAG5494711.1
5	5	0.967	CBZ37533.1	AIN97541.1	KAG5467728.1	KAG5493069.1	KAG5491494.1
5	5	0.967	CBZ37936.1	AIO01651.1	KAG5466067.1	KAG5491905.1	KAG5490906.1
5	5	0.967	CBZ38803.1	AIO02494.1	KAG5464928.1	KAG5489510.1	KAG5488764.1
5	5	0.967	CBZ38899.1	AIO02583.1	KAG5465023.1	KAG5489606.1	KAG5488862.1
5	5	0.966	CBZ31360.1	AIN95346.1	KAG5487795.1	KAG5512161.1	KAG5507841.1
5	5	0.966	CBZ31574.1	AIN95552.1	KAG5487671.1	KAG5512070.1	KAG5507809.1
5	5	0.966	CBZ31623.1	AIN95597.1	KAG5487249.1	KAG5511770.1	KAG5507435.1
5	5	0.966	CBZ31638.1	AIN95611.1	KAG5487262.1	KAG5511782.1	KAG5507449.1
5	5	0.966	CBZ31842.1	AIN95807.1	KAG5486912.1	KAG5511602.1	KAG5507247.1
5	5	0.966	CBZ32097.1	AIN96047.1	KAG5486118.1	KAG5511110.1	KAG5506673.1
5	5	0.966	CBZ32681.1	AIN96603.1	KAG5483694.1	KAG5509679.1	KAG5505067.1
5	5	0.966	CBZ32877.1	AIN96779.1	KAG5483016.1	KAG5509235.1	KAG5504577.1
5	5	0.966	CBZ33814.1	AIN98083.1	KAG5479703.1	KAG5505996.1	KAG5502330.1
5	5	0.966	CBZ34922.1	AIN99148.1	KAG5476061.1	KAG5502088.1	KAG5499474.1
5	5	0.966	CBZ34930.1	AIN99156.1	KAG5476069.1	KAG5502096.1	KAG5499482.1
5	5	0.966	CBZ34945.1	AIN99171.1	KAG5476084.1	KAG5502109.1	KAG5499498.1
5	5	0.966	CBZ35112.1	AIN99333.1	KAG5476251.1	KAG5502276.1	KAG5499675.1
5	5	0.966	CBZ35113.1	AIN99334.1	KAG5476252.1	KAG5502277.1	KAG5499676.1
5	5	0.966	CBZ35246.1	AIN99480.1	KAG5475591.1	KAG5500982.1	KAG5499249.1
5	5	0.966	CBZ35735.1	AIN99960.1	KAG5473389.1	KAG5498889.1	KAG5497204.1
5	5	0.966	CBZ36574.1	AIO00752.1	KAG5471719.1	KAG5496995.1	KAG5495903.1
5	5	0.966	CBZ36849.1	AIO01005.1	KAG5470090.1	KAG5495414.1	KAG5494655.1
5	5	0.966	CBZ36870.1	AIO01027.1	KAG5470113.1	KAG5495437.1	KAG5494678.1
5	5	0.966	CBZ37515.1	AIN97495.1	KAG5467708.1	KAG5493049.1	KAG5491476.1
5	5	0.966	CBZ38071.1	AIO01778.1	KAG5466196.1	KAG5492034.1	KAG5491039.1
5	5	0.966	CBZ38201.1	AIO01908.1	KAG5466336.1	KAG5492174.1	KAG5491176.1
5	5	0.966	CBZ38403.1	AIO02140.1	KAG5466590.1	KAG5492422.1	KAG5491442.1
5	5	0.966	CBZ38646.1	AIO02342.1	KAG5464762.1	KAG5489340.1	KAG5488598.1
5	5	0.965	CBZ32336.1	AIN96269.1	KAG5485376.1	KAG5510435.1	KAG5505934.1
5	5	0.965	CBZ32648.1	AIN96559.1	KAG5484412.1	KAG5510036.1	KAG5505338.1
5	5	0.965	CBZ32725.1	AIN96644.1	KAG5483738.1	KAG5509719.1	KAG5505112.1
5	5	0.965	CBZ32893.1	AIN96795.1	KAG5483032.1	KAG5509252.1	KAG5504592.1
5	5	0.965	CBZ34018.1	AIN98278.1	KAG5479906.1	KAG5506201.1	KAG5502532.1
