# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	1	CM030540.1	220739	222241	+	KAG5508682.1			hypothetical protein			JIQ42_08471	1503	500	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	1	CM030540.1	223220	227914	+							JIQ42_08472	4695		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	1	CM030540.1	223220	227914	+			KAG5508683.1	hypothetical protein			JIQ42_08472	4695		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	1	CM030540.1	223220	227914	+	KAG5508683.1			hypothetical protein			JIQ42_08472	4695	1564	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	1	CM030540.1	228751	229635	+							JIQ42_08473	885		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	1	CM030540.1	228751	229635	+			KAG5508684.1	hypothetical protein			JIQ42_08473	885		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	1	CM030540.1	228751	229635	+	KAG5508684.1			hypothetical protein			JIQ42_08473	885	294	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	1	CM030540.1	231846	234035	+							JIQ42_08474	2190		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	1	CM030540.1	231846	234035	+			KAG5508685.1	hypothetical protein			JIQ42_08474	2190		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	1	CM030540.1	231846	234035	+	KAG5508685.1			hypothetical protein			JIQ42_08474	2190	729	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	1	CM030540.1	235768	236460	+							JIQ42_08475	693		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	1	CM030540.1	235768	236460	+			KAG5508686.1	hypothetical protein			JIQ42_08475	693		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	1	CM030540.1	235768	236460	+	KAG5508686.1			hypothetical protein			JIQ42_08475	693	230	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	1	CM030540.1	237975	239681	+							JIQ42_08476	1707		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	1	CM030540.1	237975	239681	+			KAG5508687.1	hypothetical protein			JIQ42_08476	1707		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	1	CM030540.1	237975	239681	+	KAG5508687.1			hypothetical protein			JIQ42_08476	1707	568	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	1	CM030540.1	241521	243188	+							JIQ42_08477	1668		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	1	CM030540.1	241521	243188	+			KAG5508688.1	hypothetical protein			JIQ42_08477	1668		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	1	CM030540.1	241521	243188	+	KAG5508688.1			hypothetical protein			JIQ42_08477	1668	555	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	1	CM030540.1	243698	248668	+							JIQ42_08478	4971		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	1	CM030540.1	243698	248668	+			KAG5508689.1	hypothetical protein			JIQ42_08478	4971		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	1	CM030540.1	243698	248668	+	KAG5508689.1			hypothetical protein			JIQ42_08478	4971	1656	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	1	CM030540.1	249565	256542	+							JIQ42_08479	6978		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	1	CM030540.1	249565	256542	+			KAG5508690.1	hypothetical protein			JIQ42_08479	6978		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	1	CM030540.1	249565	256542	+	KAG5508690.1			hypothetical protein			JIQ42_08479	6978	2325	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	1	CM030540.1	257126	259342	+							JIQ42_08480	2217		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	1	CM030540.1	257126	259342	+			KAG5508691.1	hypothetical protein			JIQ42_08480	2217		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	1	CM030540.1	257126	259342	+	KAG5508691.1			hypothetical protein			JIQ42_08480	2217	738	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	1	CM030540.1	260661	261755	+							JIQ42_08481	1095		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	1	CM030540.1	260661	261755	+			KAG5508692.1	hypothetical protein			JIQ42_08481	1095		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	1	CM030540.1	260661	261755	+	KAG5508692.1			hypothetical protein			JIQ42_08481	1095	364	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	1	CM030540.1	263538	264908	+							JIQ42_08482	1371		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	1	CM030540.1	263538	264908	+			KAG5508693.1	hypothetical protein			JIQ42_08482	1371		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	1	CM030540.1	263538	264908	+	KAG5508693.1			hypothetical protein			JIQ42_08482	1371	456	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	1	CM030540.1	265525	266736	+							JIQ42_08483	1212		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	1	CM030540.1	265525	266736	+			KAG5508694.1	hypothetical protein			JIQ42_08483	1212		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	1	CM030540.1	265525	266736	+	KAG5508694.1			hypothetical protein			JIQ42_08483	1212	403	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	1	CM030540.1	268375	269586	+							JIQ42_08484	1212		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	1	CM030540.1	268375	269586	+			KAG5508695.1	hypothetical protein			JIQ42_08484	1212		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	1	CM030540.1	268375	269586	+	KAG5508695.1			hypothetical protein			JIQ42_08484	1212	403	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	1	CM030540.1	271861	273570	+							JIQ42_08485	1710		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	1	CM030540.1	271861	273570	+			KAG5508696.1	hypothetical protein			JIQ42_08485	1674		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	1	CM030540.1	271861	273570	+	KAG5508696.1			hypothetical protein			JIQ42_08485	1674	557	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	1	CM030540.1	274305	274484	+							JIQ42_08486	180		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	1	CM030540.1	274305	274484	+			KAG5508697.1	hypothetical protein			JIQ42_08486	180		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	1	CM030540.1	274305	274484	+	KAG5508697.1			hypothetical protein			JIQ42_08486	180	59	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	1	CM030540.1	275132	276583	+							JIQ42_08487	1452		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	1	CM030540.1	275132	276583	+			KAG5508698.1	hypothetical protein			JIQ42_08487	1452		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	1	CM030540.1	275132	276583	+	KAG5508698.1			hypothetical protein			JIQ42_08487	1452	483	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	1	CM030540.1	277836	281165	+							JIQ42_08488	3330		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	1	CM030540.1	277836	281165	+			KAG5508699.1	hypothetical protein			JIQ42_08488	3330		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	1	CM030540.1	277836	280871	+	KAG5508699.1			hypothetical protein			JIQ42_08488	3036	1011	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	1	CM030540.1	282726	286103	+							JIQ42_08489	3378		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	1	CM030540.1	282726	286103	+			KAG5508700.1	hypothetical protein			JIQ42_08489	3378		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	1	CM030540.1	282726	286103	+	KAG5508700.1			hypothetical protein			JIQ42_08489	3378	1125	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	2	CM030541.1	27060	27716	-							JIQ42_08112	657		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	2	CM030541.1	27060	27716	-			KAG5508374.1	hypothetical protein			JIQ42_08112	657		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	2	CM030541.1	27060	27716	-	KAG5508374.1			hypothetical protein			JIQ42_08112	657	218	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	2	CM030541.1	28357	28935	-							JIQ42_08113	579		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	2	CM030541.1	28357	28935	-			KAG5508375.1	hypothetical protein			JIQ42_08113	579		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	2	CM030541.1	28357	28935	-	KAG5508375.1			hypothetical protein			JIQ42_08113	579	192	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	2	CM030541.1	29530	30723	-							JIQ42_08114	1194		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	2	CM030541.1	29530	30723	-			KAG5508376.1	hypothetical protein			JIQ42_08114	1194		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	2	CM030541.1	29530	30723	-	KAG5508376.1			hypothetical protein			JIQ42_08114	1194	397	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	2	CM030541.1	34060	37407	-							JIQ42_08115	3348		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	2	CM030541.1	34060	37407	-			KAG5508377.1	hypothetical protein			JIQ42_08115	3348		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	2	CM030541.1	34060	37407	-	KAG5508377.1			hypothetical protein			JIQ42_08115	3348	1115	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	2	CM030541.1	38732	39646	-							JIQ42_08116	915		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	2	CM030541.1	38732	39646	-			KAG5508378.1	hypothetical protein			JIQ42_08116	915		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	2	CM030541.1	38732	39646	-	KAG5508378.1			hypothetical protein			JIQ42_08116	915	304	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	2	CM030541.1	39696	40076	-							JIQ42_08117	381		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	2	CM030541.1	39696	40076	-			KAG5508379.1	hypothetical protein			JIQ42_08117	381		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	2	CM030541.1	39696	40076	-	KAG5508379.1			hypothetical protein			JIQ42_08117	381	126	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	2	CM030541.1	40813	41868	-							JIQ42_08118	1056		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	2	CM030541.1	40813	41868	-			KAG5508380.1	hypothetical protein			JIQ42_08118	1056		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	2	CM030541.1	40813	41868	-	KAG5508380.1			hypothetical protein			JIQ42_08118	1056	351	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	2	CM030541.1	45567	48557	-							JIQ42_08119	2991		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	2	CM030541.1	45567	48557	-			KAG5508381.1	hypothetical protein			JIQ42_08119	2991		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	2	CM030541.1	45567	48557	-	KAG5508381.1			hypothetical protein			JIQ42_08119	2991	996	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	2	CM030541.1	50984	54472	-							JIQ42_08120	3489		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	2	CM030541.1	50984	54472	-			KAG5508382.1	hypothetical protein			JIQ42_08120	3489		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	2	CM030541.1	50984	54472	-	KAG5508382.1			hypothetical protein			JIQ42_08120	3489	1162	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	2	CM030541.1	55657	70284	-							JIQ42_08121	14628		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	2	CM030541.1	55657	70284	-			KAG5508383.1	hypothetical protein			JIQ42_08121	14628		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	2	CM030541.1	55657	70284	-	KAG5508383.1			hypothetical protein			JIQ42_08121	14628	4875	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	2	CM030541.1	71642	72376	-							JIQ42_08122	735		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	2	CM030541.1	71642	72376	-			KAG5508384.1	hypothetical protein			JIQ42_08122	735		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	2	CM030541.1	71642	72376	-	KAG5508384.1			hypothetical protein			JIQ42_08122	735	244	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	2	CM030541.1	73328	76000	-							JIQ42_08123	2673		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	2	CM030541.1	73328	76000	-			KAG5508385.1	hypothetical protein			JIQ42_08123	2673		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	2	CM030541.1	73328	76000	-	KAG5508385.1			hypothetical protein			JIQ42_08123	2673	890	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	2	CM030541.1	77507	83428	-							JIQ42_08124	5922		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	2	CM030541.1	77507	83428	-			KAG5508386.1	hypothetical protein			JIQ42_08124	5922		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	2	CM030541.1	77507	83428	-	KAG5508386.1			hypothetical protein			JIQ42_08124	5922	1973	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	2	CM030541.1	86384	88825	-							JIQ42_08125	2442		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	2	CM030541.1	86384	88825	-			KAG5508387.1	hypothetical protein			JIQ42_08125	2442		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	2	CM030541.1	86384	88825	-	KAG5508387.1			hypothetical protein			JIQ42_08125	2442	813	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	2	CM030541.1	97364	99763	-							JIQ42_08126	2400		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	2	CM030541.1	97364	99763	-			KAG5508388.1	hypothetical protein			JIQ42_08126	2400		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	2	CM030541.1	97364	99763	-	KAG5508388.1			hypothetical protein			JIQ42_08126	2400	799	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	2	CM030541.1	102270	104252	-							JIQ42_08127	1983		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	2	CM030541.1	102270	104252	-			KAG5508389.1	hypothetical protein			JIQ42_08127	1983		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	2	CM030541.1	102270	104252	-	KAG5508389.1			hypothetical protein			JIQ42_08127	1983	660	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	2	CM030541.1	108755	109159	+							JIQ42_08128	405		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	2	CM030541.1	108755	109159	+			KAG5508390.1	hypothetical protein			JIQ42_08128	405		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	2	CM030541.1	108755	109159	+	KAG5508390.1			hypothetical protein			JIQ42_08128	405	134	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	2	CM030541.1	109723	110487	-							JIQ42_08129	765		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	2	CM030541.1	109723	110487	-			KAG5508391.1	hypothetical protein			JIQ42_08129	765		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	2	CM030541.1	109723	110487	-	KAG5508391.1			hypothetical protein			JIQ42_08129	765	254	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	2	CM030541.1	119110	122118	-							JIQ42_08131	3009		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	2	CM030541.1	119110	122118	-			KAG5508392.1	hypothetical protein			JIQ42_08131	3009		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	2	CM030541.1	119110	122118	-	KAG5508392.1			hypothetical protein			JIQ42_08131	3009	1002	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	2	CM030541.1	127798	131172	-							JIQ42_08132	3375		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	2	CM030541.1	127798	131172	-			KAG5508393.1	hypothetical protein			JIQ42_08132	3375		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	2	CM030541.1	127798	131172	-	KAG5508393.1			hypothetical protein			JIQ42_08132	3375	1124	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	2	CM030541.1	132722	133468	-							JIQ42_08133	747		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	2	CM030541.1	132722	133468	-			KAG5508394.1	hypothetical protein			JIQ42_08133	747		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	2	CM030541.1	132722	133468	-	KAG5508394.1			hypothetical protein			JIQ42_08133	747	248	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	2	CM030541.1	134710	135141	-							JIQ42_08134	432		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	2	CM030541.1	134710	135141	-			KAG5508395.1	hypothetical protein			JIQ42_08134	432		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	2	CM030541.1	134710	135141	-	KAG5508395.1			hypothetical protein			JIQ42_08134	432	143	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	2	CM030541.1	136952	137482	-							JIQ42_08135	531		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	2	CM030541.1	136952	137482	-			KAG5508396.1	hypothetical protein			JIQ42_08135	531		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	2	CM030541.1	136952	137482	-	KAG5508396.1			hypothetical protein			JIQ42_08135	531	176	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	2	CM030541.1	138635	140218	-							JIQ42_08136	1584		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	2	CM030541.1	138635	140218	-			KAG5508397.1	hypothetical protein			JIQ42_08136	1584		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	2	CM030541.1	138635	140218	-	KAG5508397.1			hypothetical protein			JIQ42_08136	1584	527	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	2	CM030541.1	142457	151123	-							JIQ42_08137	8667		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	2	CM030541.1	142457	151123	-			KAG5508398.1	hypothetical protein			JIQ42_08137	8667		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	2	CM030541.1	142457	151123	-	KAG5508398.1			hypothetical protein			JIQ42_08137	8667	2888	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	2	CM030541.1	159306	159671	+							JIQ42_08138	366		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	2	CM030541.1	159306	159671	+			KAG5508399.1	hypothetical protein			JIQ42_08138	366		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	2	CM030541.1	159306	159671	+	KAG5508399.1			hypothetical protein			JIQ42_08138	366	121	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	2	CM030541.1	161830	163812	-							JIQ42_08139	1983		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	2	CM030541.1	161830	163812	-			KAG5508400.1	hypothetical protein			JIQ42_08139	1983		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	2	CM030541.1	161830	163812	-	KAG5508400.1			hypothetical protein			JIQ42_08139	1983	660	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	2	CM030541.1	168903	171398	-							JIQ42_08140	2496		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	2	CM030541.1	168903	171398	-			KAG5508401.1	hypothetical protein			JIQ42_08140	2496		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	2	CM030541.1	168903	171398	-	KAG5508401.1			hypothetical protein			JIQ42_08140	2496	831	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	2	CM030541.1	178285	181293	-							JIQ42_08141	3009		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	2	CM030541.1	178285	181293	-			KAG5508402.1	hypothetical protein			JIQ42_08141	3009		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	2	CM030541.1	178285	181293	-	KAG5508402.1			hypothetical protein			JIQ42_08141	3009	1002	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	2	CM030541.1	187120	190494	-							JIQ42_08142	3375		
mRNA		GCA_017918225.1	Primary Assembly	chromosome	2	CM030541.1	187120	190494	-			KAG5508403.1	hypothetical protein			JIQ42_08142	3375		
CDS	with_protein	GCA_017918225.1	Primary Assembly	chromosome	2	CM030541.1	187120	190494	-	KAG5508403.1			hypothetical protein			JIQ42_08142	3375	1124	
gene	protein_coding	GCA_017918225.1	Primary Assembly	chromosome	2	CM030541.1	191973	192782	-							JIQ42_08143	810		
