# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
mRNA		GCA_017918215.1	Primary Assembly	chromosome	1	CM030468.1	239303	241471	+			KAG5512563.1	hypothetical protein			GH5_08532	2169		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	1	CM030468.1	239303	241471	+	KAG5512563.1			hypothetical protein			GH5_08532	2169	722	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	1	CM030468.1	243197	243889	+							GH5_08533	693		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	1	CM030468.1	243197	243889	+			KAG5512564.1	hypothetical protein			GH5_08533	693		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	1	CM030468.1	243197	243889	+	KAG5512564.1			hypothetical protein			GH5_08533	693	230	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	1	CM030468.1	245408	247135	+							GH5_08534	1728		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	1	CM030468.1	245408	247135	+			KAG5512565.1	hypothetical protein			GH5_08534	1728		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	1	CM030468.1	245408	247135	+	KAG5512565.1			hypothetical protein			GH5_08534	1728	575	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	1	CM030468.1	249016	250686	+							GH5_08535	1671		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	1	CM030468.1	249016	250686	+			KAG5512566.1	hypothetical protein			GH5_08535	1671		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	1	CM030468.1	249016	250686	+	KAG5512566.1			hypothetical protein			GH5_08535	1671	556	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	1	CM030468.1	251288	256225	+							GH5_08536	4938		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	1	CM030468.1	251288	256225	+			KAG5512567.1	hypothetical protein			GH5_08536	4938		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	1	CM030468.1	251288	256225	+	KAG5512567.1			hypothetical protein			GH5_08536	4938	1645	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	1	CM030468.1	257113	264060	+							GH5_08537	6948		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	1	CM030468.1	257113	264060	+			KAG5512568.1	hypothetical protein			GH5_08537	6948		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	1	CM030468.1	257113	264060	+	KAG5512568.1			hypothetical protein			GH5_08537	6948	2315	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	1	CM030468.1	264650	266809	+							GH5_08538	2160		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	1	CM030468.1	264650	266809	+			KAG5512569.1	hypothetical protein			GH5_08538	2160		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	1	CM030468.1	264650	266809	+	KAG5512569.1			hypothetical protein			GH5_08538	2160	719	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	1	CM030468.1	268114	269208	+							GH5_08539	1095		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	1	CM030468.1	268114	269208	+			KAG5512570.1	hypothetical protein			GH5_08539	1095		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	1	CM030468.1	268114	269208	+	KAG5512570.1			hypothetical protein			GH5_08539	1095	364	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	1	CM030468.1	269459	270184	+							GH5_08540	726		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	1	CM030468.1	269459	270184	+			KAG5512571.1	hypothetical protein			GH5_08540	726		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	1	CM030468.1	269459	270184	+	KAG5512571.1			hypothetical protein			GH5_08540	726	241	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	1	CM030468.1	271077	272447	+							GH5_08541	1371		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	1	CM030468.1	271077	272447	+			KAG5512572.1	hypothetical protein			GH5_08541	1371		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	1	CM030468.1	271077	272447	+	KAG5512572.1			hypothetical protein			GH5_08541	1371	456	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	1	CM030468.1	273058	274269	+							GH5_08542	1212		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	1	CM030468.1	273058	274269	+			KAG5512573.1	hypothetical protein			GH5_08542	1212		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	1	CM030468.1	273058	274269	+	KAG5512573.1			hypothetical protein			GH5_08542	1212	403	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	1	CM030468.1	276269	277480	+							GH5_08543	1212		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	1	CM030468.1	276269	277480	+			KAG5512574.1	hypothetical protein			GH5_08543	1212		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	1	CM030468.1	276269	277480	+	KAG5512574.1			hypothetical protein			GH5_08543	1212	403	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	1	CM030468.1	282169	282348	+							GH5_08545	180		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	1	CM030468.1	282169	282348	+			KAG5512575.1	hypothetical protein			GH5_08545	180		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	1	CM030468.1	282169	282348	+	KAG5512575.1			hypothetical protein			GH5_08545	180	59	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	1	CM030468.1	283067	284506	+							GH5_08546	1440		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	1	CM030468.1	283067	284506	+			KAG5512576.1	hypothetical protein			GH5_08546	1440		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	1	CM030468.1	283067	284506	+	KAG5512576.1			hypothetical protein			GH5_08546	1440	479	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	1	CM030468.1	285821	289099	+							GH5_08547	3279		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	1	CM030468.1	285821	289099	+			KAG5512577.1	hypothetical protein			GH5_08547	3279		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	1	CM030468.1	285821	288859	+	KAG5512577.1			hypothetical protein			GH5_08547	3039	1012	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	1	CM030468.1	290754	294116	+							GH5_08548	3363		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	1	CM030468.1	290754	294116	+			KAG5512578.1	hypothetical protein			GH5_08548	3363		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	1	CM030468.1	290754	294116	+	KAG5512578.1			hypothetical protein			GH5_08548	3363	1120	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	2	CM030469.1	8648	8872	+							GH5_08393	225		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	2	CM030469.1	8648	8872	+			KAG5512429.1	hypothetical protein			GH5_08393	225		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	2	CM030469.1	8648	8872	+	KAG5512429.1			hypothetical protein			GH5_08393	225	74	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	2	CM030469.1	9786	12179	-							GH5_08394	2394		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	2	CM030469.1	9786	12179	-			KAG5512430.1	hypothetical protein			GH5_08394	2394		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	2	CM030469.1	9786	12179	-	KAG5512430.1			hypothetical protein			GH5_08394	2394	797	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	2	CM030469.1	30058	32325	-							GH5_08395	2268		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	2	CM030469.1	30058	32325	-			KAG5512431.1	hypothetical protein			GH5_08395	2268		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	2	CM030469.1	30058	32325	-	KAG5512431.1			hypothetical protein			GH5_08395	2268	755	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	2	CM030469.1	38932	39588	-							GH5_08396	657		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	2	CM030469.1	38932	39588	-			KAG5512432.1	hypothetical protein			GH5_08396	657		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	2	CM030469.1	38932	39588	-	KAG5512432.1			hypothetical protein			GH5_08396	657	218	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	2	CM030469.1	40222	40800	-							GH5_08397	579		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	2	CM030469.1	40222	40800	-			KAG5512433.1	hypothetical protein			GH5_08397	579		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	2	CM030469.1	40222	40800	-	KAG5512433.1			hypothetical protein			GH5_08397	579	192	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	2	CM030469.1	41336	42529	-							GH5_08398	1194		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	2	CM030469.1	41336	42529	-			KAG5512434.1	hypothetical protein			GH5_08398	1194		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	2	CM030469.1	41336	42529	-	KAG5512434.1			hypothetical protein			GH5_08398	1194	397	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	2	CM030469.1	45890	49237	-							GH5_08399	3348		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	2	CM030469.1	45890	49237	-			KAG5512435.1	hypothetical protein			GH5_08399	3348		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	2	CM030469.1	45890	49237	-	KAG5512435.1			hypothetical protein			GH5_08399	3348	1115	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	2	CM030469.1	50552	51466	-							GH5_08400	915		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	2	CM030469.1	50552	51466	-			KAG5512436.1	hypothetical protein			GH5_08400	915		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	2	CM030469.1	50552	51466	-	KAG5512436.1			hypothetical protein			GH5_08400	915	304	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	2	CM030469.1	51516	51776	-							GH5_08401	261		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	2	CM030469.1	51516	51776	-			KAG5512437.1	hypothetical protein			GH5_08401	261		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	2	CM030469.1	51516	51776	-	KAG5512437.1			hypothetical protein			GH5_08401	261	86	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	2	CM030469.1	52646	53701	-							GH5_08402	1056		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	2	CM030469.1	52646	53701	-			KAG5512438.1	hypothetical protein			GH5_08402	1056		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	2	CM030469.1	52646	53701	-	KAG5512438.1			hypothetical protein			GH5_08402	1056	351	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	2	CM030469.1	57409	60399	-							GH5_08403	2991		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	2	CM030469.1	57409	60399	-			KAG5512439.1	hypothetical protein			GH5_08403	2991		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	2	CM030469.1	57409	60399	-	KAG5512439.1			hypothetical protein			GH5_08403	2991	996	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	2	CM030469.1	62822	66322	-							GH5_08404	3501		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	2	CM030469.1	62822	66322	-			KAG5512440.1	hypothetical protein			GH5_08404	3501		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	2	CM030469.1	62822	66322	-	KAG5512440.1			hypothetical protein			GH5_08404	3501	1166	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	2	CM030469.1	67533	82196	-							GH5_08405	14664		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	2	CM030469.1	67533	82196	-			KAG5512441.1	hypothetical protein			GH5_08405	14664		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	2	CM030469.1	67533	82196	-	KAG5512441.1			hypothetical protein			GH5_08405	14664	4887	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	2	CM030469.1	83508	84242	-							GH5_08406	735		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	2	CM030469.1	83508	84242	-			KAG5512442.1	hypothetical protein			GH5_08406	735		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	2	CM030469.1	83508	84242	-	KAG5512442.1			hypothetical protein			GH5_08406	735	244	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	2	CM030469.1	85186	87846	-							GH5_08407	2661		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	2	CM030469.1	85186	87846	-			KAG5512443.1	hypothetical protein			GH5_08407	2661		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	2	CM030469.1	85186	87846	-	KAG5512443.1			hypothetical protein			GH5_08407	2661	886	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	2	CM030469.1	89371	95292	-							GH5_08408	5922		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	2	CM030469.1	89371	95292	-			KAG5512444.1	hypothetical protein			GH5_08408	5922		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	2	CM030469.1	89371	95292	-	KAG5512444.1			hypothetical protein			GH5_08408	5922	1973	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	2	CM030469.1	139454	141847	-							GH5_08410	2394		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	2	CM030469.1	139454	141847	-			KAG5512445.1	hypothetical protein			GH5_08410	2394		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	2	CM030469.1	139454	141847	-	KAG5512445.1			hypothetical protein			GH5_08410	2394	797	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	2	CM030469.1	145883	148552	-							GH5_08411	2670		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	2	CM030469.1	145883	148552	-			KAG5512446.1	hypothetical protein			GH5_08411	2670		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	2	CM030469.1	145883	148552	-	KAG5512446.1			hypothetical protein			GH5_08411	2670	889	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	2	CM030469.1	161223	163502	-							GH5_08412	2280		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	2	CM030469.1	161223	163502	-			KAG5512447.1	hypothetical protein			GH5_08412	2280		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	2	CM030469.1	161223	163502	-	KAG5512447.1			hypothetical protein			GH5_08412	2280	759	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	2	CM030469.1	164821	167910	-							GH5_08413	3090		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	2	CM030469.1	164821	167910	-			KAG5512448.1	hypothetical protein			GH5_08413	3090		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	2	CM030469.1	164821	167910	-	KAG5512448.1			hypothetical protein			GH5_08413	3090	1029	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	2	CM030469.1	170656	173664	-							GH5_08414	3009		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	2	CM030469.1	170656	173664	-			KAG5512449.1	hypothetical protein			GH5_08414	3009		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	2	CM030469.1	170656	173664	-	KAG5512449.1			hypothetical protein			GH5_08414	3009	1002	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	2	CM030469.1	193861	202068	-							GH5_08416	8208		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	2	CM030469.1	193861	202068	-			KAG5512450.1	hypothetical protein			GH5_08416	8208		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	2	CM030469.1	193861	202068	-	KAG5512450.1			hypothetical protein			GH5_08416	8208	2735	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	2	CM030469.1	204278	206374	-							GH5_08417	2097		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	2	CM030469.1	204278	206374	-			KAG5512451.1	hypothetical protein			GH5_08417	2097		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	2	CM030469.1	204278	206374	-	KAG5512451.1			hypothetical protein			GH5_08417	2097	698	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	2	CM030469.1	207582	208607	-							GH5_08418	1026		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	2	CM030469.1	207582	208607	-			KAG5512452.1	hypothetical protein			GH5_08418	1026		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	2	CM030469.1	207582	208607	-	KAG5512452.1			hypothetical protein			GH5_08418	1026	341	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	2	CM030469.1	209971	212799	-							GH5_08419	2829		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	2	CM030469.1	209971	212799	-			KAG5512453.1	hypothetical protein			GH5_08419	2829		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	2	CM030469.1	209971	212799	-	KAG5512453.1			hypothetical protein			GH5_08419	2829	942	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	2	CM030469.1	213645	216809	-							GH5_08420	3165		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	2	CM030469.1	213645	216809	-			KAG5512454.1	hypothetical protein			GH5_08420	3165		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	2	CM030469.1	213645	216809	-	KAG5512454.1			hypothetical protein			GH5_08420	3165	1054	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	2	CM030469.1	218064	219200	-							GH5_08421	1137		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	2	CM030469.1	218064	219200	-			KAG5512455.1	hypothetical protein			GH5_08421	1137		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	2	CM030469.1	218064	219200	-	KAG5512455.1			hypothetical protein			GH5_08421	1137	378	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	2	CM030469.1	220337	221941	-							GH5_08422	1605		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	2	CM030469.1	220337	221941	-			KAG5512456.1	hypothetical protein			GH5_08422	1605		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	2	CM030469.1	220337	221941	-	KAG5512456.1			hypothetical protein			GH5_08422	1605	534	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	2	CM030469.1	223074	224387	-							GH5_08423	1314		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	2	CM030469.1	223074	224387	-			KAG5512457.1	hypothetical protein			GH5_08423	1314		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	2	CM030469.1	223074	224387	-	KAG5512457.1			hypothetical protein			GH5_08423	1314	437	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	2	CM030469.1	225721	226392	-							GH5_08424	672		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	2	CM030469.1	225721	226392	-			KAG5512458.1	hypothetical protein			GH5_08424	672		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	2	CM030469.1	225721	226392	-	KAG5512458.1			hypothetical protein			GH5_08424	672	223	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	2	CM030469.1	227397	230546	-							GH5_08425	3150		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	2	CM030469.1	227397	230546	-			KAG5512459.1	hypothetical protein			GH5_08425	3150		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	2	CM030469.1	227397	230546	-	KAG5512459.1			hypothetical protein			GH5_08425	3150	1049	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	2	CM030469.1	231653	231931	-							GH5_08426	279		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	2	CM030469.1	231653	231931	-			KAG5512460.1	hypothetical protein			GH5_08426	279		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	2	CM030469.1	231653	231931	-	KAG5512460.1			hypothetical protein			GH5_08426	279	92	
gene	protein_coding	GCA_017918215.1	Primary Assembly	chromosome	2	CM030469.1	231973	232221	-							GH5_08427	249		
mRNA		GCA_017918215.1	Primary Assembly	chromosome	2	CM030469.1	231973	232221	-			KAG5512461.1	hypothetical protein			GH5_08427	249		
CDS	with_protein	GCA_017918215.1	Primary Assembly	chromosome	2	CM030469.1	231973	232221	-	KAG5512461.1			hypothetical protein			GH5_08427	249	82	
